round,player_id,first_equip_tick,match_number
9,65285,55471,76
10,65282,60381,76
10,65285,57487,76
10,65286,60969,76
11,65285,62853,76
11,65286,61174,76
12,65284,71885,76
12,65285,68800,76
12,65288,68836,76
17,65287,105987,76
17,65288,106124,76
18,65284,120710,76
18,65287,113746,76
19,65284,121232,76
19,65285,121276,76
20,65284,125099,76
20,65287,125214,76
21,65284,135307,76
21,65287,133406,76
22,65283,140449,76
22,65284,141123,76
22,65285,140533,76
23,65284,147673,76
3,65280,11534,77
3,65282,13637,77
6,65280,34055,77
6,65288,34437,77
7,65280,45649,77
7,65282,45536,77
7,65287,39046,77
7,65288,38877,77
8,65280,45883,77
8,65282,46049,77
8,65285,46359,77
9,65280,52112,77
9,65282,52104,77
9,65285,52779,77
9,65286,52141,77
9,65289,57174,77
10,65280,60160,77
10,65282,57914,77
10,65284,59828,77
10,65285,59567,77
10,65286,58216,77
10,65288,59247,77
10,65289,57912,77
11,65285,60980,77
11,65286,60955,77
11,65288,61447,77
12,65280,70128,77
15,65282,98612,77
15,65289,103348,77
16,65280,104554,77
16,65288,104809,77
17,65287,111026,77
18,65287,120044,77
19,65285,127776,77
19,65287,127476,77
20,65280,134171,77
20,65285,135307,77
20,65287,138588,77
20,65288,134206,77
21,65285,140927,77
21,65287,141442,77
21,65288,142923,77
5,65280,32560,78
5,65285,29360,78
5,65287,27014,78
5,65289,27744,78
6,65280,33726,78
8,65280,47195,78
8,65289,52102,78
9,65282,63880,78
9,65289,55927,78
10,65281,64428,78
10,65285,65479,78
10,65286,64250,78
10,65289,64759,78
11,65281,71977,78
11,65285,72046,78
11,65286,75033,78
17,65289,104311,78
5,65281,23637,79
6,65281,31229,79
7,65281,38703,79
7,65289,44473,79
8,65281,45196,79
8,65283,50222,79
8,65285,45262,79
8,65289,49293,79
9,65281,52128,79
9,65283,51545,79
9,65284,52056,79
10,65281,58580,79
10,65288,65300,79
11,65281,66055,79
12,65281,72615,79
17,65281,103822,79
17,65289,99520,79
18,65281,106740,79
18,65285,105103,79
18,65287,105338,79
18,65288,105108,79
19,65281,115885,79
19,65285,114250,79
19,65287,114596,79
19,65288,114514,79
20,65284,125004,79
20,65285,122221,79
20,65286,128204,79
20,65287,120622,79
20,65288,120774,79
21,65285,128773,79
21,65286,128568,79
21,65289,132738,79
22,65285,133039,79
23,65285,141271,79
24,65282,148397,79
24,65285,148433,79
25,65281,158129,79
25,65285,158144,79
25,65288,161913,79
26,65282,163861,79
26,65285,165290,79
27,65283,169189,79
27,65285,168745,79
28,65281,176423,79
28,65285,176330,79
29,65281,184824,79
30,65282,191630,79
5,65282,16487,80
6,65282,25303,80
7,65282,28163,80
7,65285,33791,80
7,65289,28269,80
8,65281,39660,80
8,65285,35973,80
8,65286,35995,80
8,65289,37210,80
9,65281,40198,80
9,65282,42322,80
9,65283,40643,80
9,65286,40247,80
9,65287,43539,80
9,65289,40200,80
10,65286,48622,80
10,65288,48333,80
10,65289,48692,80
11,65280,57925,80
11,65286,58792,80
11,65289,58383,80
12,65280,68878,80
12,65281,74040,80
12,65286,68804,80
12,65287,75943,80
12,65289,69906,80
12,65285,69748,81
20,65286,117779,81
9,65287,52691,82
10,65281,61560,82
10,65287,57931,82
11,65287,63869,82
12,65287,68560,82
12,65289,68803,82
15,65287,87100,82
15,65288,82039,82
16,65281,99216,82
16,65286,92568,82
16,65287,91189,82
17,65281,99465,82
17,65283,100044,82
17,65287,99437,82
3,65285,14735,83
3,65289,10633,83
4,65285,18227,83
4,65289,18660,83
5,65289,22187,83
6,65286,27455,83
6,65289,27574,83
7,65284,39766,83
7,65289,32251,83
8,65280,42886,83
8,65281,41096,83
8,65289,40182,83
9,65280,45855,83
9,65287,47391,83
9,65288,51467,83
9,65289,45831,83
10,65283,57502,83
10,65288,52572,83
10,65289,53196,83
11,65280,59099,83
11,65282,58938,83
11,65286,62043,83
11,65287,62944,83
12,65282,64204,83
12,65289,68008,83
18,65289,98897,83
19,65282,107142,83
20,65282,111363,83
20,65285,111500,83
21,65281,123817,83
21,65282,115477,83
21,65285,115777,83
21,65286,123244,83
22,65280,125234,83
22,65281,124623,83
22,65282,124551,83
22,65285,124281,83
22,65286,128391,83
3,65286,14630,84
4,65283,23181,84
4,65285,25189,84
4,65286,23036,84
4,65288,28422,84
5,65281,28970,84
5,65283,31073,84
5,65285,28833,84
5,65286,28961,84
5,65288,29347,84
6,65280,36905,84
6,65283,38712,84
6,65286,37328,84
7,65283,43069,84
8,65283,49796,84
9,65283,59193,84
12,65283,77497,84
18,65280,115097,84
18,65286,122209,84
19,65286,123064,84
19,65289,123946,84
20,65282,130676,84
20,65283,131146,84
21,65280,139458,84
21,65283,139378,84
21,65284,146377,84
21,65286,139647,84
21,65289,139488,84
22,65283,148024,84
22,65288,146678,84
23,65283,155366,84
23,65285,160952,84
24,65282,162672,84
9,65289,45114,85
10,65284,53992,85
10,65289,50303,85
11,65284,54818,85
12,65283,63242,85
12,65284,63141,85
12,65285,65137,85
12,65287,68336,85
12,65288,63171,85
16,65285,89296,85
16,65287,86044,85
16,65288,85473,85
17,65283,94070,85
17,65285,89760,85
17,65288,90174,85
5,65281,29302,86
5,65289,23889,86
6,65281,30834,86
6,65283,31066,86
7,65281,36154,86
7,65282,36757,86
7,65287,36438,86
7,65289,36028,86
8,65282,41231,86
8,65285,42189,86
8,65287,40643,86
9,65282,45532,86
10,65289,51228,86
11,65281,58935,86
11,65287,59565,86
12,65281,64729,86
12,65283,65309,86
12,65286,64886,86
12,65287,65836,86
12,65288,64986,86
12,65289,66835,86
9,65287,52691,87
10,65281,61560,87
10,65287,57931,87
11,65287,63869,87
12,65287,68560,87
12,65289,68803,87
15,65287,87100,87
15,65288,82039,87
16,65281,99216,87
16,65286,92568,87
16,65287,91189,87
17,65281,99465,87
17,65283,100044,87
17,65287,99437,87
4,65285,21816,88
5,65283,32087,88
5,65285,28638,88
5,65287,36485,88
6,65286,36956,88
6,65288,37495,88
7,65283,42416,88
7,65286,41691,88
7,65288,41551,88
8,65280,56928,88
8,65284,53430,88
8,65286,51151,88
8,65287,51498,88
8,65288,53381,88
8,65289,51104,88
9,65281,64108,88
9,65289,62901,88
10,65280,74658,88
10,65284,72854,88
10,65287,70575,88
10,65288,70850,88
11,65280,82835,88
11,65282,78306,88
11,65288,78075,88
12,65280,84077,88
12,65282,84524,88
12,65288,84513,88
3,65280,7620,89
5,65280,22217,89
5,65282,19096,89
5,65283,22221,89
5,65284,19044,89
5,65289,19401,89
6,65280,22659,89
6,65281,22770,89
6,65282,23531,89
6,65284,23339,89
7,65281,28207,89
7,65282,28160,89
7,65284,29467,89
8,65280,37556,89
8,65281,34510,89
8,65282,34485,89
8,65286,34586,89
9,65280,41025,89
9,65281,40993,89
9,65283,47696,89
9,65284,47701,89
9,65287,40892,89
10,65280,49239,89
10,65281,48443,89
10,65282,48164,89
10,65284,48370,89
11,65280,52433,89
11,65281,53647,89
11,65286,52552,89
12,65281,58221,89
12,65286,57715,89
3,65282,11254,90
4,65282,19531,90
5,65282,23011,90
6,65282,26272,90
7,65282,31161,90
7,65283,32722,90
7,65284,30700,90
8,65280,38245,90
8,65282,40756,90
9,65287,45395,90
10,65282,52513,90
10,65284,58896,90
10,65287,52821,90
11,65282,62276,90
11,65283,62422,90
11,65284,61791,90
12,65282,67583,90
12,65283,67531,90
12,65284,66452,90
12,65285,66153,90
15,65280,85580,90
15,65282,85702,90
15,65287,96850,90
16,65281,101362,90
17,65281,106542,90
18,65281,109481,90
18,65284,109246,90
19,65282,116279,90
19,65283,116785,90
3,65280,11273,91
4,65286,18540,91
5,65286,23796,91
6,65286,32082,91
7,65286,41316,91
9,65280,55926,91
16,65280,108437,91
16,65281,106416,91
5,65285,23117,92
6,65280,40183,92
6,65285,31723,92
7,65284,41616,92
7,65285,40866,92
8,65288,48914,92
9,65288,57047,92
10,65285,64128,92
10,65287,63824,92
10,65288,65999,92
11,65285,72555,92
16,65285,110333,92
17,65280,127849,92
17,65285,120932,92
18,65280,127999,92
18,65281,135253,92
19,65280,136405,92
20,65280,140748,92
21,65284,154691,92
21,65285,147589,92
22,65280,156815,92
22,65281,155192,92
22,65284,154859,92
22,65289,156257,92
23,65288,163365,92
3,65289,13802,93
4,65281,23299,93
4,65286,25665,93
4,65287,19585,93
4,65289,20517,93
5,65286,26115,93
5,65289,26330,93
6,65284,34122,93
6,65286,30679,93
8,65280,41471,93
9,65286,46733,93
10,65281,55094,93
10,65286,53695,93
11,65280,59280,93
11,65281,61224,93
11,65284,65433,93
11,65286,59320,93
11,65288,59772,93
11,65289,60766,93
12,65281,68003,93
12,65282,71402,93
12,65284,65848,93
12,65286,65910,93
18,65280,94731,93
18,65285,98192,93
19,65286,99066,93
19,65287,98769,93
20,65287,104295,93
3,65284,13902,94
3,65285,9061,94
4,65284,15735,94
4,65285,16051,94
4,65287,14431,94
5,65282,24182,94
5,65284,19247,94
5,65285,26670,94
6,65284,27157,94
6,65285,27945,94
6,65287,34910,94
7,65281,36011,94
7,65283,35887,94
7,65284,37316,94
7,65285,36502,94
7,65286,37765,94
8,65281,43842,94
8,65284,42761,94
8,65285,42510,94
8,65289,47846,94
9,65280,55947,94
9,65282,49647,94
9,65284,49675,94
9,65285,50920,94
9,65287,53301,94
9,65288,50760,94
9,65289,49742,94
10,65280,57068,94
10,65281,56949,94
10,65282,56679,94
10,65286,60921,94
10,65287,59463,94
11,65281,63413,94
12,65280,71209,94
12,65281,66662,94
12,65282,66868,94
12,65284,67815,94
15,65285,87114,94
16,65281,93881,94
16,65286,100199,94
17,65282,105477,94
17,65285,101330,94
17,65286,100909,94
18,65282,108419,94
18,65284,106721,94
18,65285,107027,94
19,65285,112886,94
19,65287,112755,94
20,65280,122057,94
20,65284,117394,94
20,65285,118202,94
20,65287,117325,94
21,65280,123060,94
21,65284,127944,94
21,65285,123084,94
21,65287,123009,94
21,65289,125391,94
22,65280,128192,94
22,65281,133813,94
22,65284,128178,94
23,65280,135341,94
23,65281,134026,94
23,65284,134424,94
4,65284,16687,95
5,65284,23177,95
8,65287,41067,95
11,65289,60103,95
12,65284,67261,95
12,65285,68179,95
12,65289,67867,95
15,65284,88026,95
15,65289,90404,95
16,65283,100228,95
16,65284,97285,95
16,65286,95358,95
16,65288,96449,95
16,65289,95190,95
17,65280,107990,95
17,65281,101283,95
17,65283,100399,95
17,65285,106258,95
18,65280,108573,95
18,65283,109078,95
19,65281,113894,95
19,65283,114989,95
19,65285,121268,95
20,65281,121517,95
20,65283,121573,95
20,65285,121488,95
20,65287,122780,95
20,65289,126224,95
3,65288,11639,96
4,65288,18185,96
5,65288,23817,96
6,65288,29905,96
7,65280,34192,96
7,65281,40062,96
7,65288,33794,96
8,65288,42185,96
9,65281,45992,96
9,65285,46030,96
9,65288,54590,96
10,65280,62702,96
10,65281,63309,96
10,65282,62173,96
10,65283,65840,96
10,65285,61880,96
10,65288,62752,96
11,65280,72931,96
11,65285,67681,96
11,65288,67620,96
12,65281,76189,96
12,65288,76889,96
6,65283,33109,97
7,65283,38969,97
8,65283,48287,97
9,65283,57618,97
9,65287,60771,97
10,65287,63377,97
11,65283,68132,97
11,65287,69698,97
12,65286,77164,97
12,65287,78709,97
5,65283,22213,98
6,65283,27417,98
7,65283,35152,98
8,65282,44895,98
8,65283,43868,98
8,65289,42939,98
9,65282,46877,98
9,65283,47054,98
10,65282,50047,98
10,65283,50463,98
11,65282,54085,98
12,65281,59619,98
12,65282,59407,98
5,65281,25628,99
5,65282,24149,99
5,65283,24247,99
5,65288,24490,99
6,65282,33226,99
6,65284,37498,99
6,65288,33129,99
6,65289,35607,99
7,65284,41931,99
7,65288,38488,99
8,65282,46654,99
8,65288,43788,99
9,65288,52808,99
10,65288,60263,99
15,65288,88084,99
19,65281,113809,99
19,65288,113557,99
21,65288,122372,99
